ID,INTITULE,CATEGORIES,NOMENCLATURE,SITE_WEB,ADRESSE,CODE_COMMUNE,CODE_POSTAL,COMMUNE,TELEPHONE,FAX,LATITUDE,LONGITUDE,PRECISION,RESSORT,ORGANISME,URL,HORAIRES_OUVERTURES,Adresse,ACTIVITES,ORGANISME_TUTEUR,INTERVENANTS,HORAIRES_PERM_CONSEIL_JURIDIQUE,HORAIRES_PERM_DROIT_TRAVAIL,RUE_VOIE_CHEMIN,HORAIRES_PERM_INFOS_GENERALISTES,HORAIRES_PERM_CONCILIATION_RES_AMIABLE_CONFLITS,ACTIVITES_2,HORAIRES_PERM_DROIT_JEUNES,DATE_CONVENTION_CADRE,HORAIRES_PERM_AIDE_VICTIMES,COURRIEL,TELEPHONE_2,ACTIVITES_3,HORAIRES_PERM_MEDIATION_FAMILLIALE,HORAIRES_PERM_DROIT_ADMINISTRATIF_LITIGE_AVEC_ADMINISTRATIONS,HORAIRES_PERM_LUTTE_DISCRIMINATIONS,HORAIRES_PERM_DROIT_LOGEMENT_EXPULS_LOCATIVE,HORAIRES_PERM_CONSO_SURRENDETEMENT,COURRIEL_2,ADRESSE_3,HORAIRES_PERM_DROIT_FAMILLE,TERRITOIRES_COMPETENCE_2,SITE_WEB_2,JOURS_HORAIRES_PERM_INFOS_GENERALISTES_ET_AIDE_ACCOMPLISSEMENT_DEMARCHES,JOURS_HORAIRES_PERM_CONCILIATION_RESOLUTION_AMIABLE_CONFLITS,RESSORT_2,CONSULTATIONS_JURIDIQUES,INFORMATIONS_COMPLEMENTAIRES,RESEAUX,SIGLE,TEXTE_COURT,SERVICE_CIVIL_HORS_VACATION_DU_10_07_AU_27_08_ET_NOEL_ET_PACQUES,AUDIENCES_PENALES_HORS_VACATION,PERM_CONSULT_JURIDIQUES_GRATUITES,CATEGORIES,Mission,HORAIRES_PERM_DROIT_ETRANGERS,FAX_2
4cac9e60293594648a000356,Maison de Justice et du Droit de Denain,,mjd,http://www.justice.gouv.fr/, ,59172,59220,Denain,+33 3 27 43 69 30,+33 3 27 45 11 82,50.326946,3.393332,8,4cac9e60293594648a000346,Ministère de la justice,,"Du Lundi au Jeudi : de 9h00 à 12h00 et de 13h30 à 17h00
Le Vendredi : de 9h00 à 12h00 et de 13h30 à 16h30",,acces-au-droit orientation-aide-et-ou-conseil-juridique permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches ,4cac9e60293594648a000347,,"Avocats : le deuxième et quatrième lundi matin du mois, sur rendez-vous ; notaires, huissiers de justice : une permanence mensuelle sur rendez-vous",,117 Rue de Villars,Se renseigner pour connaître les jours et horaires des permanences de tous les intervenants,,  ,,,,mjd-denain@justice.fr,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a000350,Conseil de Prud'hommes de Toulon,justice-organisme-public,prudhommes,http://www.justice.gouv.fr/, ,83137,83000,TOULON,+33 4 94 18 99 77,+33 4 94 92 62 01,43.127632,5.924892,8,,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/provence-alpes-cote-d-azur/var/prudhommes-83137-01.html,Du Lundi au Vendredi : de 8h45 à 12h et de 14h à 16h,,   ,,,,,114 Avenue Lazare Carnot,,,  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a00035f,Conseil de Prud'hommes de Limoges,justice-organisme-public,prudhommes,http://www.justice.gouv.fr/,41 Boulevard Carnot B.P. 20,87085,87001,LIMOGES CEDEX 1,+33 5 55 79 72 42,+33 5 55 79 65 82,45.83297,1.258953,8,,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/limousin/haute-vienne/prudhommes-87085-01.html,Du Lundi au Vendredi : de 8h30 à 12h30 et de 13h30 à 17h,,   ,,,,,,,,  ,,,,chg.cph-limoges@justice.fr,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a00035e,Conseil de Prud'hommes de Poitiers,justice-organisme-public,prudhommes,http://www.prudhomme.gouv.fr/,15 Rue Guillaume Troubadour Lotissement de l'Hôtel Dieu,86194,86000,POITIERS,+33 5 49 41 18 85,+33 5 49 41 31 43,46.587179,0.344064,8,,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/poitou-charentes/vienne/prudhommes-86194-01.html,Du Lundi au Vendredi : de 9h à 12h et de 14h à 17h,,   ,,,,,,,,  ,,,,,+33 5 49 41 26 15,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a00035d,Conseil de Prud'hommes des Sables d'Olonne,justice-organisme-public,prudhommes,http://www.justice.gouv.fr/, ,85194,85100,LES SABLES D'OLONNE,+33 2 51 32 01 39,+33 2 51 23 93 40,46.498713,-1.783228,8,,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/pays-de-la-loire/vendee/prudhommes-85194-01.html,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 17h,,   ,,,,,20 Rue Nicot,,,  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a00035c,Conseil de Prud'hommes de la Roche-sur-Yon,justice-organisme-public,prudhommes,http://www.justice.gouv.fr/,18 impasse Gaston Chavatte BP 758,85191,85018,LA ROCHE SUR YON CEDEX,+33 2 51 37 43 16,+33 2 51 47 91 34,46.667174,-1.417964,4,,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/pays-de-la-loire/vendee/prudhommes-85191-01.html,Du Lundi au Vendredi : de 9h à 12h,,   ,,,,,,,,  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a00035b,Antenne de justice de Jeumont,justice-organisme-public,acces_droit,,Centre administratif Georges Pompidou 4ème étage,59324,59460,JEUMONT,+33 3 27 68 99 00,+33 3 27 62 24 05,50.287681,4.1008,4,4cac9e60293594648a000346,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/nord/acces_droit-59324-01.html,,,acces-au-droit antenne-de-justice conciliation-resolution-amiable-des-conflits orientation-aide-et-ou-conseil-juridique,4cac9e60293594648a000347,Avocats,"Avocats, notaires : une permanence mensuelle. Se renseigner pour connaître les jours et horaires des permanences des intervenants",,,Se renseigner pour connaître les jours et horaires des permanences de tous les intervenants,"une permanence mensuelle, sur rendez-vous",permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a00035a,Permanence d’information et d’orientation juridiques de Hazebrouck,justice-organisme-public,acces_droit,,Maison du Département Rue Donckèle,59295,59190,HAZEBROUCK,,,50.7243719,2.5386958,6,4cac9e60293594648a000346,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/nord/acces_droit-59295-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique permanence-d-information-et-d-orientation-juridiques ,4cac9e60293594648a000347,"Avocats, notaires","Avocats : le quatrième mardi du mois, le matin, sur rendez-vous ; notaires : une permanence mensuelle, sur rendez-vous",,,,,  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a000359,Antenne de justice de Fourmies,justice-organisme-public,acces_droit,,Locaux du Conseil de Prud'hommes 1 place Georges Coppeaux,59249,59610,FOURMIES,+33 3 27 68 99 00,+33 3 27 62 24 05,50.015383,4.040227,8,4cac9e60293594648a000346,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/nord/acces_droit-59249-01.html,,,acces-au-droit antenne-de-justice conciliation-resolution-amiable-des-conflits orientation-aide-et-ou-conseil-juridique,4cac9e60293594648a000347,"Avocats, notaires, huissiers de justice, réseau associatif, médiateurs, conciliateurs de justice, Service Pénitentiaire d'Insertion et de Probation (SPIP)","Avocats, notaires : une permanence mensuelle. Se renseigner pour connaître les jours et horaires des permanences des intervenants",,,Se renseigner pour connaître les jours et horaires des permanences de tous les intervenants,"une permanence mensuelle, sur rendez-vous",permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches  ,,22 septembre 2009,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a000358,Permanence d’information et d’orientation juridiques de Dunkerque,justice-organisme-public,acces_droit,,CAF 10 rue de Paris,59183,59140,DUNKERQUE,+33 820 25 59 40,,,,,4cac9e60293594648a000346,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/nord/acces_droit-59183-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches ,4cac9e60293594648a000347,,"Avocats : les lundis matin de 09h00 à 11h45 et les vendredis, de 14h00 à 16h45, sur rendez-vous ; notaires : le premier et troisième jeudi du mois, de 14h00 à 16h30, sur rendez-vous ; huissiers de justice : le deuxième et quatrième jeudi du mois, de 14h00 à 16h30",,,Se renseigner pour connaître les jours et horaires des permanences de tous les intervenants,,  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a000367,Permanence d’information et d’orientation juridiques de Provin,justice-organisme-public,acces_droit,,Mairie 40 rue Nationale,59477,59185,PROVIN,,,50.512353,2.9143424,8,4cac9e60293594648a000346,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/nord/acces_droit-59477-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique permanence-d-information-et-d-orientation-juridiques ,4cac9e60293594648a000347,Avocats,"Avocats : le premier samedi du mois, de 09h00 à 12h00",,,,,  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a000366,Permanence d’information et d’orientation juridiques de Mouvaux,justice-organisme-public,acces_droit,,Mairie 42 boulevard Carnot,59421,59420,MOUVAUX,,,50.7019913,3.140393,8,4cac9e60293594648a000346,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/nord/acces_droit-59421-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique permanence-d-information-et-d-orientation-juridiques ,4cac9e60293594648a000347,Avocats,"Avocats : le deuxième mardi du mois, de 15h00 à 17h00",,,,,  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a000365,Permanence d’information et d’orientation juridiques de Mons-En-Baroeul,justice-organisme-public,acces_droit,,Maison des Jeunes et de la Culture 2 boulevard Napoléon 1er,59410,59370,MONS EN BAROEUL,,,50.6427719,3.1108888,4,4cac9e60293594648a000346,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/nord/acces_droit-59410-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique permanence-d-information-et-d-orientation-juridiques ,4cac9e60293594648a000347,Avocats,"Avocats : le premier et troisième lundi du mois, de 09h30 à 11h30, hors juillet/août",,,,,  ,,janvier 2009,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a000364,Permanence d’information et d’orientation juridiques dédiée aux jeunes/mineurs de Maubeuge,justice-organisme-public,acces_droit,,ADNSEA - Service Droit des Jeunes 1 rue d'Artois,59392,59600,MAUBEUGE,,,,,,4cac9e60293594648a000346,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/nord/acces_droit-59392-01.html,,,acces-au-droit conciliation-resolution-amiable-des-conflits orientation-aide-et-ou-conseil-juridique permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches,4cac9e60293594648a000347,,Avocats : deux permanences mensuelles , notaires : une permanence mensuelle. Se renseigner pour connaître les jours et horaires des permanences des intervenants,,,Se renseigner pour connaître les jours et horaires des permanences de tous les intervenants,"trois permanences mensuelles, sur rendez-vous",  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,
4cac9e60293594648a000363,Permanence d’information et d’orientation juridiques de Lille,justice-organisme-public,acces_droit,,ADNSEA - Service Droit des Jeunes 1 rue St Genois,59350,59800,LILLE,,,50.6371834,3.0630174,4,4cac9e60293594648a000346,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/nord/acces_droit-59350-01.html,,,acces-au-droit orientation-aide-et-ou-conseil-juridique point-d-acces-au-droit ,4cac9e60293594648a000347,Avocats,"Avocats : le premier et troisième vendredi du mois, hors mois d’août, de 09h00 à 12h00 pour les allocataires uniquement",,,,,  ,,21 septembre 2006,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a000360,Conseil de Prud'hommes d'Epinal,justice-organisme-public,prudhommes,http://cph.avecinfo.com/, ,88160,88025,EPINAL CEDEX,+33 3 29 82 14 06,+33 3 29 35 32 21,48.173567,6.463908,4,,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/lorraine/vosges/prudhommes-88160-01.html,"Le Lundi : de 8h à 17h
Du Mardi au Vendredi : de 8h à 12h et de 13h à 17h",,   ,,,,,"Rue Général Haxo ""La Magdeleine""",,,  ,,,,cph-epinal@justice.fr,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a00036d,Conseil de Prud'hommes d'Evry,justice-organisme-public,prudhommes,http://www.justice.gouv.fr/, ,91228,91011,EVRY CEDEX,+33 1 69 47 36 26,+33 1 60 78 60 77,48.6298146,2.4297779,8,,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/essonne/prudhommes-91228-01.html,Du Lundi au Vendredi : de 8h45 à 12h et de 13h à 17h,,   ,,,,,1 Rue de la Patinoire,,,  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a00036c,Conseil de Prud'hommes de Belfort,justice-organisme-public,prudhommes,http://www.prudhomme.gouv.fr/,1 Rue de Morimont B.P. 776,90010,90020,BELFORT CEDEX,+33 3 84 21 04 15,+33 3 84 21 43 90,47.6388323,6.8622207,4,,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/franche-comte/territoire-de-belfort/prudhommes-90010-01.html,Du Lundi au Vendredi : de 8h30 à 17h30,,   ,,,,,,,,  ,,,,chg-cph-belfort@justice.fr,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a00036b,Maison de Justice et du Droit de Roubaix,,mjd,http://www.justice.gouv.fr/,Maison des services 71 Avenue de Verdun,59512,59100,Roubaix,+33 3 20 99 10 05,+33 3 20 99 10 06,50.685023,3.200716,7,4cac9e60293594648a000346,Ministère de la justice,,Du Lundi au Vendredi : de 9h00 à 11h45 et de 14h00 à 17h15,,acces-au-droit droits-des-jeunes-mineurs orientation-aide-et-ou-conseil-juridique permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches,4cac9e60293594648a000347,,"Avocats : les lundis et vendredis, de 14h00 à 17h00, sur rendez-vous ; notaires, huissiers de justice : une permanence mensuelle sur rendez-vous",,,Se renseigner pour connaître les jours et horaires des permanences de tous les intervenants,,  ,une permanence hebdomadaire. Se renseigner pour connaître les jours et horaires des permanences des intervenants,,,mjd-roubaix@justice.fr,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a00036a,Permanence d’information et d’orientation juridiques de Ronchin,justice-organisme-public,acces_droit,,Mairie Hôtel de Ville,59507,59790,RONCHIN,,,50.6058752,3.0774288,8,4cac9e60293594648a000346,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/nord/acces_droit-59507-01.html,,650 avenue Jean Jaurès,acces-au-droit orientation-aide-et-ou-conseil-juridique permanence-d-information-et-d-orientation-juridiques ,4cac9e60293594648a000347,Avocats,"Avocats : le troisième samedi du mois, de 10h00 à 12h00, sur rendez-vous",,,,,  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a000369,Conseil de Prud'hommes de Saint-Dié-des-Vosges,justice-organisme-public,prudhommes,http://www.justice.gouv.fr/, ,88413,88100,ST DIE DES VOSGES,+33 3 29 55 03 03,+33 3 29 56 23 09,48.282928,6.9465989,8,,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/lorraine/vosges/prudhommes-88413-01.html,Du Lundi au Vendredi : de 9h à 12h et de 14h à 16h,,   ,,,,,16 Rue de la Meurthe,,,  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
4cac9e60293594648a000368,Antenne de justice du Quesnoy,justice-organisme-public,acces_droit,,Château Marguerite de Bougogne Centre Cernay,59481,59530,LE QUESNOY,+33 3 27 36 99 00,,50.253239,3.625475,4,4cac9e60293594648a000346,Direction de l’information légale et administrative,http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/nord/acces_droit-59481-01.html,,,acces-au-droit antenne-de-justice conciliation-resolution-amiable-des-conflits orientation-aide-et-ou-conseil-juridique,4cac9e60293594648a000347,,Se renseigner pour connaître les jours et horaires des permanences des intervenants,,,Se renseigner pour connaître les jours et horaires des permanences de tous les intervenants,"une permanence mensuelle, sur rendez-vous",permanences-d-information-generaliste-accueil-ecoute-orientation-et-aide-dans-l-accomplissement-des-demarches  ,,,,,,   ,,,,,,,,,                 ,,,,,,,,,,,,,      ,,,
