ID,INTITULE,CATEGORIES,NOMENCLATURE,SITE_WEB,ADRESSE,CODE_INSEE,CODE_POSTAL,COMMUNE,TELEPHONE,FAX,HORAIRES_OUVERTURE,LATTITUDE,LONGITUDE,PRECISION,ORGANISME,URL,RUE,FAX,COURRIEL,TELEPHONE,CATEGORIES,ACTIVITES,RESSORT,ORGANISME_TUTEUR,MISSION,INTERVENANTS,AUDIENCES_TGI
4cac9e87293594648a004cc2,Tribunal de Grande Instance de Périgueux,justice-organisme-public,tgi,http://www.justice.gouv.fr/,19 Bis Cours Montaigne B.P. 9051,24322,24019,PERIGUEUX CEDEX,+33 5 53 02 77 00,+33 5 53 08 26 76,Du Lundi au Vendredi : de 8h à 17h,45.185563,0.720548,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/aquitaine/dordogne/tgi-24322-01.html,,,tgi-perigueux@justice.fr,,, ,,,,,
4cac9e87293594648a004cd4,Tribunal de Grande Instance de Saint-Pierre,justice-organisme-public,tgi,http://www.justice.gouv.fr/,28 Rue Augustin Archambeaud B.P. 338,97416,97448,ST PIERRE CEDEX,+33 2 62 96 10 00,+33 2 62 25 84 33,"Du Lundi au Jeudi : de 8h à 12h et de 13h30 à 16h30
Le Vendredi : de 8h à 12h et de 13h à 15h30",-21.323885,55.486915,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/la-reunion/la-reunion/tgi-97416-01.html,,,,,, ,,,,,
4cac9e6a293594648a00178e,Tribunal de Grande Instance de Troyes,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,10387,10026,TROYES CEDEX,+33 3 25 43 55 70,+33 3 25 73 55 44,Du Lundi au Vendredi : de 8h30 à 12h et de 14h à 17h,48.297202,4.069243,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/champagne-ardenne/aube/tgi-10387-01.html,83 Rue du Général de Gaulle,,,,, ,,,,,
4cac9e87293594648a004cd1,Tribunal de Grande Instance de Carpentras,justice-organisme-public,tgi,http://www.justice.gouv.fr/,Place du Général de Gaulle B.P. 265,84031,84208,CARPENTRAS CEDEX,+33 4 90 63 66 00,+33 4 90 63 57 78,Du Lundi au Vendredi : de 9h à 11h45 et de 14h à 16h45,44.061565,5.057299,4,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/provence-alpes-cote-d-azur/vaucluse/tgi-84031-01.html,,,,,, ,,,,,
4cac9e87293594648a004cd0,Tribunal de Grande Instance d'Avignon,justice-organisme-public,tgi,http://www.justice.gouv.fr/,Palais de Justice 2 Boulevard Limbert,84007,84078,AVIGNON CEDEX 9,+33 4 32 74 74 00,+33 4 32 74 75 20,Du Lundi au Vendredi : de 8h à 12h et de 14h à 17h,43.944784,4.816066,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/provence-alpes-cote-d-azur/vaucluse/tgi-84007-01.html,,,,,, ,,,,,
4cac9e87293594648a004cd3,Tribunal de Grande Instance de Saint-Denis-de-La-Réunion,justice-organisme-public,tgi,http://www.justice.gouv.fr/,5 Avenue André Malraux B.P. 338,97411,97494,STE CLOTILDE CEDEX,+33 2 62 40 23 45,+33 2 62 40 23 02,Du Lundi au Vendredi : de 7h45 à 12h30 et de 13h30 à 15h30,-20.888016,55.46583,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/la-reunion/la-reunion/tgi-97411-01.html,,,,,, ,,,,,
4cac9e87293594648a004cd2,Tribunal de Grande Instance de Limoges,justice-organisme-public,tgi,http://www.justice.gouv.fr/,Palais de Justice 17 Place d'Aine,87085,87031,LIMOGES CEDEX 1,+33 5 55 11 81 00,+33 5 55 34 18 49,Du Lundi au Vendredi : de 8h30 à 12h30 et de 13h30 à 17h,45.830161,1.255227,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/limousin/haute-vienne/tgi-87085-01.html,,,,,, ,,,,,
4cac9e61293594648a00059e,Tribunal de Grande Instance de Briey,justice-organisme-public,tgi,http://www.justice.gouv.fr/,Cité Judiciaire Place de l'Eglise B.P. 139,54099,54151,BRIEY CEDEX,+33 3 82 47 56 00,+33 3 82 47 56 30,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 16h30,49.252821,5.974587,4,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/lorraine/meurthe-et-moselle/tgi-54099-01.html,,,,,, ,,,,,
4cac9e6a293594648a0017be,Tribunal de Grande Instance de Nanterre,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,92050,92020,NANTERRE CEDEX,+33 1 40 97 10 10,+33 1 47 24 31 61,Du Lundi au Vendredi : de 9h à 17h,48.8970987,2.2176603,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/hauts-de-seine/tgi-92050-01.html,179-191 Avenue Joliot Curie,,,,, ,,,,,
4cac9e6a293594648a001794,Tribunal de Grande Instance de Brest,justice-organisme-public,tgi,http://www.justice.gouv.fr/,32 Rue de Denver B.P. 60123,29019,29601,BREST CEDEX 2,+33 2 98 33 78 00,+33 2 98 33 78 01,Du Lundi au Vendredi : de 8h30 à 12h et de 13h à 16h30,48.384325,-4.485586,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/bretagne/finistere/tgi-29019-01.html,,,,,, ,,,,,
4cac9e87293594648a004cc1,Tribunal de Grande Instance de Saint-Brieuc,justice-organisme-public,tgi,http://www.justice.gouv.fr/,Parc des Promenades B.P. 2357,22278,22023,ST BRIEUC CEDEX 1,+33 2 96 62 30 00,+33 2 96 33 11 52,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 16h30,48.513017,-2.757331,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/bretagne/cotes-d-armor/tgi-22278-01.html,,,,,, ,,,,,
4cac9e61293594648a0005bc,Tribunal de Grande Instance de Bayonne,justice-organisme-public,tgi,http://www.ca-pau.justice.fr/, ,64102,64100,BAYONNE,+33 5 59 44 54 00,+33 5 59 44 54 54,Du Lundi au Vendredi : de 9h à 12h et de 14h à 17h,43.4928709,-1.4881017,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/aquitaine/pyrenees-atlantiques/tgi-64102-01.html,Avenue de la Légion Tchèque,,ca-pau@justice.fr,,, ,,,,,
4cac9e61293594648a0005be,Tribunal de Grande Instance de Villefranche-sur-Saône,justice-organisme-public,tgi,http://www.justice.gouv.fr/,Palais de Justice 350 Bld Gambetta   B.P. 474,69264,69665,VILLEFRANCHE SUR SAONE CED,+33 4 74 65 63 63,+33 4 74 60 61 12,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 17h,45.986718,4.722057,4,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/rhone-alpes/rhone/tgi-69264-01.html,,,,,, ,,,,,
4cac9e61293594648a0005bf,Tribunal de Grande Instance de Lyon,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,69383,69433,LYON CEDEX 03,+33 4 72 60 70 12,+33 4 72 60 72 38,Du Lundi au Vendredi : de 8h à 17h,45.7603055,4.8465698,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/rhone-alpes/rhone/tgi-69383-01.html,67 Rue Servient,,,,, ,,,,,
4cac9e61293594648a0005ba,Tribunal de Grande Instance de Saint-Omer,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,62765,62503,ST OMER CEDEX,+33 3 21 98 79 70,+33 3 21 98 79 88,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 16h30,50.747411,2.253846,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/pas-de-calais/tgi-62765-01.html,3 Rue des Tribunaux,,cgi-st-omer@justice.fr,,, ,,,,,
4cac9e67293594648a0011f4,Tribunal de grande instance de Mamoudzou,justice-organisme-public,tgi,, ,97611,97600,MAMOUDZOU,,,,,,,Ministère de la justice,,,,,,, ,,,,,
4cac9e61293594648a0005ae,Tribunal de Grande Instance de Compiègne,justice-organisme-public,tgi,http://www.justice.gouv.fr/,11 Rue Henri de Séroux B.P. 80059,60159,60321,COMPIEGNE CEDEX,+33 3 44 38 35 24,+33 3 44 40 18 90,Du Lundi au Vendredi : de 8h30 à 17h,49.417087,2.82813,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/picardie/oise/tgi-60159-01.html,,,,,, ,,,,,
4cac9e61293594648a000574,Tribunal de Grande Instance de Montpellier,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,34172,34040,MONTPELLIER CEDEX 1,+33 4 67 12 60 00,+33 4 67 12 63 91,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 16h45,43.6104379,3.868906,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/languedoc-roussillon/herault/tgi-34172-01.html,Place Pierre Flotte,,,+33 4 67 12 62 05,, ,,,,,
4cac9e61293594648a00057d,Tribunal de Grande Instance de Dax,justice-organisme-public,tgi,http://www.ca-pau.justice.fr/,Rue des Fusillés B.P. 355,40088,40107,DAX CEDEX,+33 5 58 56 88 20,+33 5 58 74 60 71,Du Lundi au Vendredi : de 9h à 12h et de 14h à 17h,43.709466,-1.051532,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/aquitaine/landes/tgi-40088-01.html,,,ca-pau@justice.fr,,, ,,,,,
4cac9e5f293594648a0001a7,Section Détachée du Tribunal de Première Instance à Lifou,,tpisd,, ,98814,98820,WE,+687 45 12 82,+687 45 11 44,,-21.0384968,167.2405153,6,Ministère de la justice,,Section Détachée de Lifou,,,,, ,,,,,
4cac9e6a293594648a0017b5,Tribunal de Grande Instance de Chalon-sur-Saône,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,71076,71331,CHALON SUR SAONE CEDEX,+33 3 85 93 77 00,+33 3 85 93 77 26,Du Lundi au Vendredi : de 9h à 12h et de 14h à 17h,46.7846259,4.8536094,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/bourgogne/saone-et-loire/tgi-71076-01.html,Rue Emiland-Menand,,,,, ,,,,,
4cac9e6a293594648a00178a,Tribunal de Grande Instance de Soissons,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,2722,2209,SOISSONS CEDEX,+33 3 23 76 39 39,+33 3 23 76 39 30,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 17h30,49.3804223,3.3280404,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/picardie/aisne/tgi-02722-01.html,76 Rue Saint-Martin,,,,, ,,,,,
4cac9e6a293594648a0017a1,Tribunal de Grande Instance de Mende,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,48095,48000,MENDE,+33 4 66 65 28 11,+33 4 66 49 38 74,Du Lundi au Vendredi : de 8h45 à 12h et de 13h30 à 17h,44.516188,3.49822,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/languedoc-roussillon/lozere/tgi-48095-01.html,Boulevard Henri Bourillon,,,,, ,,,,,
4cac9e6a293594648a0017bb,Tribunal de Grande Instance de Poitiers,justice-organisme-public,tgi,http://www.justice.gouv.fr/,10 Place Alphonse Lepetit B.P. 527,86194,86020,POITIERS CEDEX,+33 5 49 50 22 00,+33 5 49 41 50 22,Du Lundi au Vendredi : de 9h à 12h et de 14h à 17h,46.583217,0.341729,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/poitou-charentes/vienne/tgi-86194-01.html,,,tgi-poitiers@justice.fr,,, ,,,,,
4cac9e6a293594648a0017b4,Tribunal de Grande Instance de Mulhouse,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,68224,68061,MULHOUSE CEDEX 3,+33 3 89 36 25 00,+33 3 89 45 82 10,Du Lundi au Vendredi : de 8h à 12h et de 13h30 à 17h,47.752347,7.342874,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/alsace/haut-rhin/tgi-68224-01.html,21 Avenue Robert Schumann,,,,, ,,,,,
4cac9ed7293594648a00ee03,Tribunal de Grande Instance de Bergerac,justice-organisme-public,tgi,http://www.justice.gouv.fr/,Place du Palais B.P. 207,24037,24112,BERGERAC CEDEX,+33 5 53 74 40 00,+33 5 53 74 40 09,Du Lundi au Vendredi : de 8h30 à 17h30,44.85283,0.485636,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/aquitaine/dordogne/tgi-24037-01.html,,,tgi-bergerac@justice.fr,,, ,,,,,
4cac9e61293594648a000581,Tribunal de Grande Instance de Saint-Etienne,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,42218,42022,ST ETIENNE CEDEX 1,+33 4 77 43 33 00,+33 4 77 43 33 03,"Du Lundi au Vendredi : de 8h à 17h
Du 9 juillet au 7 septembre les horaires sont les suivants :
09h 00 - 12h 00 / 13h00 - 16h",45.4379283,4.3842586,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/rhone-alpes/loire/tgi-42218-01.html,Place du Palais de Justice,,,+33 4 77 43 33 01,, ,,,,,
4cac9e6a293594648a0017b7,Tribunal de Grande Instance de Rouen,justice-organisme-public,tgi,http://www.justice.gouv.fr/,Palais de Justice 1 Place du Maréchal Foch,76540,76037,ROUEN CEDEX,+33 2 35 52 87 52,+33 2 35 70 17 41,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 17h30,49.442231,1.091543,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/haute-normandie/seine-maritime/tgi-76540-01.html,,,,,, ,,,,,
4cac9e6a293594648a0017a6,Tribunal de Grande Instance de Chaumont,justice-organisme-public,tgi,http://www.justice.gouv.fr/,Rue du Palais B.P. 2061,52121,52903,CHAUMONT CEDEX 9,+33 3 25 32 84 20,+33 3 25 03 43 52,Du Lundi au Vendredi : de 8h à 12h et de 13h45 à 17h,48.112727,5.136812,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/champagne-ardenne/haute-marne/tgi-52121-01.html,,,,,, ,,,,,
4cac9ed7293594648a00edf3,Tribunal de Grande Instance de Bourg-en-Bresse,justice-organisme-public,tgi,http://www.justice.gouv.fr/,4 Rue du Palais B.P. 306,1053,1011,BOURG EN BRESSE CEDEX,+33 4 74 24 19 53,+33 4 74 24 18 61,Du Lundi au Vendredi : de 8h15 à 11h45 et de 13h30 à 17h,46.205529,5.223488,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/rhone-alpes/ain/tgi-01053-01.html,,,,,, ,,,,,
4cac9e6a293594648a00187f,Tribunal de Grande Instance de Grenoble,justice-organisme-public,tgi,http://www.justice.gouv.fr/,Place Firmin Gautier BP 100,38185,38019,GRENOBLE CEDEX 1,+33 4 38 21 21 21,+33 4 38 21 22 44,"Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 16h30
IMPERATIF : prendre rendez-vous avant de s'y rendre",45.190629,5.711582,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/rhone-alpes/isere/tgi-38185-01.html,,,,,, ,,,,,
4cac9ed7293594648a00edf6,Tribunal de Grande Instance de Cusset,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,3095,3306,CUSSET CEDEX,+33 4 70 30 98 30,+33 4 70 98 16 17,Du Lundi au Vendredi : de 9h à 12h et de 14h à 17h,46.132877,3.456196,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/auvergne/allier/tgi-03095-01.html,Rue du Drapeau,,,,, ,,,,,
4cac9ed7293594648a00edf7,Tribunal de Grande Instance de Montluçon,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,3185,3109,MONTLUCON CEDEX,+33 4 70 28 12 13,+33 4 70 28 04 63,Du Lundi au Vendredi : de 8h à 12h et de 13h30 à 17h30,46.3398176,2.6078132,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/auvergne/allier/tgi-03185-01.html,114 Boulevard de Courtais,,,,, ,,,,,
4cac9ed7293594648a00edf4,Tribunal de Grande Instance de Laon,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,2408,2001,LAON CEDEX,+33 3 23 26 29 00,+33 3 23 26 29 31,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 17h,49.564965,3.625177,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/picardie/aisne/tgi-02408-01.html,Place Aubry,,,,, ,,,,,
4cac9ed7293594648a00edf5,Tribunal de Grande Instance de Saint-Quentin,justice-organisme-public,tgi,http://www.justice.gouv.fr/,Rue Victor Basch B.P. 645/1,2691,2322,ST QUENTIN CEDEX,+33 3 23 05 89 00,+33 3 23 05 89 26,Du Lundi au Vendredi : de 8h à 17h,49.84719,3.285475,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/picardie/aisne/tgi-02691-01.html,,,,,, ,,,,,
4cac9ed7293594648a00edfa,Tribunal de Grande Instance d'Aix-en-Provence,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,13001,13616,AIX EN PROVENCE CEDEX 1,+33 4 42 33 83 00,+33 4 42 96 45 30,,43.5274683,5.4554748,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/provence-alpes-cote-d-azur/bouches-du-rhone/tgi-13001-01.html,40 Boulevard Carnot,,,,, ,,,,,
4cac9e61293594648a00053d,Tribunal de Grande Instance de Grasse,justice-organisme-public,tgi,http://www.justice.gouv.fr/,37 Avenue Pierre Semard B.P. 71029,6069,6133,GRASSE CEDEX,+33 4 92 60 72 00,+33 4 92 60 72 35,Du Lundi au Vendredi : de 8h15 à 12h et de 13h à 17h,43.656694,6.928526,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/provence-alpes-cote-d-azur/alpes-maritimes/tgi-06069-01.html,,,,,, ,,,,,
4cac9e61293594648a00053e,Tribunal de Grande Instance de Nice,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,6088,6357,NICE CEDEX 4,+33 4 92 17 70 00,+33 4 93 62 08 67,Du Lundi au Vendredi : de 8h à 17h,43.696633,7.2737625,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/provence-alpes-cote-d-azur/alpes-maritimes/tgi-06088-01.html,Place du Palais,,,,, ,,,,,
4cac9ed7293594648a00edf9,Tribunal de Grande Instance de Rodez,justice-organisme-public,tgi,http://www.justice.gouv.fr/,Boulevard de Guizard BP 3123,12202,12031,RODEZ CEDEX 9,+33 5 65 73 43 00,+33 5 65 73 43 33,Du Lundi au Vendredi : de 9h à 12h et de 14h à 16h30,44.3489355,2.5727445,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/midi-pyrenees/aveyron/tgi-12202-01.html,,,,,, ,,,,,
4cac9e6a293594648a0017ab,Tribunal de Grande Instance de Sarreguemines,justice-organisme-public,tgi,http://www.justice.gouv.fr/,Place du Général Sibille B.P. 71129,57631,57216,SARREGUEMINES CEDEX,+33 3 87 28 31 00,+33 3 87 28 33 29,Du Lundi au Vendredi : de 8h30 à 11h45 et de 13h30 à 16h,49.108781,7.068461,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/lorraine/moselle/tgi-57631-01.html,,,,,, ,,,,,
4cac9ed7293594648a00edfc,Tribunal de Grande Instance d'Aurillac,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,15014,15012,AURILLAC CEDEX,+33 4 71 45 59 59,+33 4 71 48 90 54,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 17h,44.927738,2.443886,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/auvergne/cantal/tgi-15014-01.html,21 Place du Square,,,,, ,,,,,
4cac9ed7293594648a00edfd,Tribunal de Grande Instance d'Angoulême,justice-organisme-public,tgi,http://www.justice.gouv.fr/,Place Francis Louvel B.P. 214,16015,16007,ANGOULEME CEDEX,+33 5 45 37 11 00,+33 5 45 38 43 03,"Du Lundi au Jeudi : de 8h15 à 12h15 et de 13h30 à 17h15
Le Vendredi : de 8h15 à 12h15 et de 13h30 à 16h",45.649207,0.15429,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/poitou-charentes/charente/tgi-16015-01.html,,,celine.mugerli@justice.fr,,, ,,,,,
4cac9e61293594648a000544,Tribunal de Grande Instance de Marseille,justice-organisme-public,tgi,http://www.justice.gouv.fr/, ,13206,13281,MARSEILLE CEDEX 06,+33 4 91 15 50 50,+33 4 91 54 42 90,Du Lundi au Vendredi : de 8h30 à 11h30 et de 14h à 16h,43.2907289,5.3740786,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/provence-alpes-cote-d-azur/bouches-du-rhone/tgi-13206-01.html,6 Rue Joseph Autran,,,,, ,,,,,
4cac9e61293594648a000545,Tribunal de Grande Instance de Lisieux,justice-organisme-public,tgi,http://www.justice.gouv.fr/,Cour Matignon B.P. 47227,14366,14107,LISIEUX CEDEX,+33 2 31 48 53 60,+33 2 31 62 78 65,"Le Lundi : de 8h30 à 12h et de 13h30 à 16h30
Le Mardi : de 8h30 à 17h30
Le Mercredi : de 8h30 à 12h et de 13h30 à 16h30
Le Jeudi : de 8h30 à 17h30
Le Vendredi : de 8h30 à 12h et de 13h30 à 16h30",49.146344,0.235969,4,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/basse-normandie/calvados/tgi-14366-01.html,,,,,, ,,,,,
