ID,INTITULE,CATEGORIES,NOMENCLATURE_DILA,SITE_WEB,ADRESSE,CODE_INSEE_COMMUNE,CODE_POSTAL,COMMUNE,TELEPHONE,FAX,HORAIRES_OUVERTURE,LATITUDE,LONGITUDE,PRECISION,ORGANISME,URL,RUE,COURRIEL
4cac9e62293594648a00068d,Tribunal d'Instance de Paris 16ème,justice-organisme-public,ti,http://www.justice.gouv.fr/,Mairie 71 Avenue Henri Martin,75116,75016,PARIS,+33 1 45 04 44 82,+33 1 45 04 86 88,"Le Lundi : de 9h à 12h30 et de 13h30 à 17h
Le Mardi : de 9h à 17h
Le Mercredi : de 9h à 12h30 et de 13h30 à 17h
Le Jeudi : de 9h à 17h
Le Vendredi : de 9h à 12h30 et de 13h30 à 17h",48.884589,2.340359,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75116-01.html,,
4cac9e62293594648a00068a,Tribunal d'Instance de Paris 13ème,justice-organisme-public,ti,http://www.justice.gouv.fr/,Mairie 3 Rue Philippe de Champagne,75113,75013,PARIS,+33 1 44 08 79 00,+33 1 47 07 70 87,Du Lundi au Vendredi : de 9h à 16h,48.884589,2.340359,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75113-01.html,,
4cac9e62293594648a00068b,Tribunal d'Instance de Paris 14ème,justice-organisme-public,ti,http://www.justice.gouv.fr/,Mairie 26 Rue Mouton Duvernet,75114,75675,PARIS CEDEX 14,+33 1 45 39 43 53,+33 1 45 41 48 05,Du Lundi au Vendredi : de 9h à 12h30 et de 13h30 à 16h30,48.884589,2.340359,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75114-01.html,,
4cac9e62293594648a000688,Tribunal d'Instance de Paris 11ème,justice-organisme-public,ti,http://www.justice.gouv.fr/, ,75111,75011,PARIS,+33 1 43 57 81 45,+33 1 43 57 04 59,Du Lundi au Vendredi : de 9h à 12h30 et de 13h30 à 16h,48.8652726,2.3756662,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75111-01.html,91 rue Oberkampf,
4cac9e62293594648a000689,Tribunal d'Instance de Paris 12ème,justice-organisme-public,ti,http://www.justice.gouv.fr/,Mairie 130 Avenue Daumesnil,75112,75012,PARIS,+33 1 43 43 14 56,+33 1 43 40 76 23,Du Lundi au Vendredi : de 9h à 16h30,48.884589,2.340359,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75112-01.html,,
4cac9e62293594648a000686,Tribunal d'Instance de Paris 9ème,justice-organisme-public,ti,http://www.justice.gouv.fr/,Mairie 9 Bis Rue Drouot,75109,75009,PARIS,+33 1 45 23 33 92,+33 1 47 70 45 06,"Du Lundi au Jeudi : de 9h à 16h30
Le Vendredi : de 9h à 16h",48.884589,2.340359,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75109-01.html,,
4cac9e62293594648a000687,Tribunal d'Instance de Paris 10ème,justice-organisme-public,ti,http://www.justice.gouv.fr/,Mairie 52 Rue du Château d'Eau,75110,75010,PARIS,+33 1 40 40 40 70,+33 1 42 06 92 07,"Le Lundi : de 9h à 12h30 et de 13h30 à 16h
Le Mardi : de 9h à 16h
Le Mercredi : de 9h à 12h30 et de 13h30 à 16h
Le Jeudi : de 9h à 16h
Le Vendredi : de 9h à 12h30 et de 13h30 à 16h",48.884589,2.340359,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75110-01.html,,
4cac9e62293594648a000684,Tribunal d'Instance de Paris 7ème,justice-organisme-public,ti,http://www.justice.gouv.fr/,Mairie 116 Rue de Grenelle,75107,75007,PARIS,+33 1 45 51 86 37,+33 1 45 51 19 84,"Du Lundi au Mardi : de 9h à 16h15
Le Mercredi : de 9h à 12h et de 13h30 à 16h15
Le Jeudi : de 9h à 16h15
Le Vendredi : de 9h à 12h30 et de 13h30 à 16h15",48.884589,2.340359,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75107-01.html,,
4cac9e62293594648a000685,Tribunal d'Instance de Paris 8ème,justice-organisme-public,ti,http://www.justice.gouv.fr/,Mairie 3 Rue de Lisbonne,75108,75008,PARIS,+33 1 45 22 10 22,+33 1 44 70 04 37,Du Lundi au Vendredi : de 9h à 12h15,48.884589,2.340359,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75108-01.html,,
4cac9e62293594648a000682,Tribunal d'Instance de Paris 5ème,justice-organisme-public,ti,http://www.justice.gouv.fr/,Mairie 21 Place du Panthéon,75105,75231,PARIS CEDEX 05,+33 1 43 26 54 43,+33 1 40 46 85 22,"Du Lundi au Jeudi : de 9h à 12h et de 13h30 à 16h45
Le Vendredi : de 9h à 12h et de 13h30 à 15h30",48.884589,2.340359,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75105-01.html,,
4cac9e62293594648a000683,Tribunal d'Instance de Paris 6ème,justice-organisme-public,ti,http://www.justice.gouv.fr/,Mairie 78 Rue Bonaparte,75106,75006,PARIS,+33 1 46 34 21 00,+33 1 40 51 83 58,"Du Lundi au Mardi : de 9h à 12h30 et de 13h15 à 16h
Le Mercredi : de 9h à 16h
Le Jeudi : de 9h à 12h30 et de 13h15 à 17h
Le Vendredi : de 9h à 12h30",48.884589,2.340359,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75106-01.html,,
4cac9e62293594648a000680,Tribunal d'Instance de Paris 2ème,justice-organisme-public,ti,http://www.justice.gouv.fr/,Mairie 8 Rue de la Banque,75102,75002,PARIS,+33 1 44 55 35 95,+33 1 42 60 08 16,Du Lundi au Vendredi : de 9h à 16h,48.884589,2.340359,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75102-01.html,,
4cac9e62293594648a000681,Tribunal d'Instance de Paris 3ème,justice-organisme-public,ti,http://www.justice.gouv.fr/,Mairie 2 Rue Eugène Spuller,75103,75003,PARIS,+33 1 53 01 90 50,+33 1 42 78 90 81,Du Lundi au Vendredi : de 9h à 12h et de 13h à 16h,48.884589,2.340359,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75103-01.html,,
4cac9e62293594648a0006f8,Tribunal d'Instance de Saint-Benoit,justice-organisme-public,ti,http://www.justice.gouv.fr/,2 Rue Philibert B.P. 121,97410,97470,ST BENOIT,+33 2 62 50 37 29,+33 2 62 50 09 44,"Du Lundi au Mardi : de 8h à 12h et de 13h30 à 15h30
Le Mercredi : de 8h à 12h
Le Jeudi : de 8h à 12h et de 13h30 à 15h30
Le Vendredi : de 8h à 12h",-21.034627,55.711672,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/la-reunion/la-reunion/ti-97410-01.html,,
4cac9e62293594648a0006f9,Tribunal d'Instance de Saint-Denis-de-La Réunion,justice-organisme-public,ti,http://www.justice.gouv.fr/,5 Avenue André Malraux Champ Fleuri      B.P. 338,97411,97494,STE CLOTILDE CEDEX,+33 2 62 40 22 40,+33 2 62 41 55 51,Du Lundi au Vendredi : de 8h30 à 12h15 et de 13h30 à 15h30,-20.888016,55.46583,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/la-reunion/la-reunion/ti-97411-01.html,,
4cac9e62293594648a0006f5,Tribunal d'Instance de Sannois,justice-organisme-public,ti,http://www.ti-sannois.justice.gouv.fr/, ,95582,95110,SANNOIS,+33 1 39 81 01 38,+33 1 39 81 48 15,Du Lundi au Vendredi : de 9h à 12h15 et de 13h30 à 16h15,48.9694204,2.2568702,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/val-d-oise/ti-95582-01.html,5 Square Jules Ferry,
4cac9e61293594648a000628,Tribunal d'Instance de Beaune,justice-organisme-public,ti,http://www.justice.gouv.fr/,Rue du Tribunal B.P. 187,21054,21205,BEAUNE CEDEX,+33 3 80 25 03 80,+33 3 80 25 03 81,Du Lundi au Vendredi : de 13h30 à 17h,47.023336,4.840481,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/bourgogne/cote-d-or/ti-21054-01.html,,
4cac9e62293594648a0006e2,Tribunal d'Instance de Montreuil (93),justice-organisme-public,ti,http://www.justice.gouv.fr/, ,93048,93100,MONTREUIL,+33 1 48 58 82 53,+33 1 48 58 85 19,Du Lundi au Vendredi : de 9h à 12h30,48.8635771,2.4442126,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/seine-saint-denis/ti-93048-01.html,62 Rue Franklin,
4cac9e62293594648a0006d6,Tribunal d'Instance d'Etampes,justice-organisme-public,ti,http://www.justice.gouv.fr/,Palais de Justice 1 Rue Aristide Briand   B.P. 117,91223,91152,ETAMPES CEDEX,+33 1 64 94 61 45,+33 1 69 92 07 47,"Du Lundi au Vendredi : de 8h30 à 12h et de 13h15 à 17h
Du Lundi au Jeudi : de 8h45 à 12h et de 13h30 à 16h30
PERIODES SCOLAIRES

Le Vendredi : de 8h30 à 12h et de 13h à 16h30
PERIODES SCOLAIRES",48.426767,2.153289,4,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/essonne/ti-91223-01.html,,ti-etampes@justice.fr
4cac9e62293594648a0006cf,Tribunal d'Instance de Belfort,justice-organisme-public,ti,http://www.justice.gouv.fr/,5 Place de la République B.P. 791,90010,90020,BELFORT CEDEX,+33 3 84 28 16 21,+33 3 84 22 57 49,Du Lundi au Vendredi : de 8h à 12h et de 13h30 à 17h,47.639034,6.861215,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/franche-comte/territoire-de-belfort/ti-90010-01.html,,nicole.caron@justice.fr
4cac9e62293594648a0006cc,Tribunal d'Instance de Saint-Dié-des-Vosges,justice-organisme-public,ti,http://www.justice.gouv.fr/,16 Rue de la Meurthe B.P. 244,88413,88107,ST DIE DES VOSGES CEDEX,+33 3 29 53 52 52,+33 3 29 56 05 08,Du Lundi au Vendredi : de 9h à 12h et de 14h à 16h,48.282784,6.946582,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/lorraine/vosges/ti-88413-01.html,,
4cac9e62293594648a0006c2,Tribunal d'Instance des Sables-d'Olonne,justice-organisme-public,ti,http://www.justice.gouv.fr/, ,85194,85100,LES SABLES D'OLONNE,+33 2 51 95 10 45,+33 2 51 21 55 14,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 17h,46.498713,-1.783228,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/pays-de-la-loire/vendee/ti-85194-01.html,20 rue Nicot,
4cac9e62293594648a0006c0,Tribunal d'Instance de Fontenay-le-Comte,justice-organisme-public,ti,http://www.justice.gouv.fr/,26 Rue Rabelais B.P. 49,85092,85201,FONTENAY LE COMTE CEDEX,+33 2 51 69 00 33,+33 2 51 69 48 74,Du Lundi au Vendredi : de 9h à 12h et de 14h à 17h,46.46781,-0.812517,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/pays-de-la-loire/vendee/ti-85092-01.html,,
4cac9e62293594648a0006c1,Tribunal d'Instance de La Roche-sur-Yon,justice-organisme-public,ti,http://www.justice.gouv.fr/,55 Boulevard Aristide Briand B.P. 833,85191,85021,LA ROCHE SUR YON CEDEX,+33 2 51 05 31 31,+33 2 51 37 16 65,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 17h,46.66577,-1.429974,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/pays-de-la-loire/vendee/ti-85191-01.html,,
4cac9e62293594648a00063e,Tribunal d'Instance de Redon,justice-organisme-public,ti,http://www.justice.gouv.fr/,3 Rue Joseph Desmars B.P. 50348,35236,35603,REDON CEDEX,+33 2 99 71 11 34,+33 2 99 71 06 23,"Du Lundi au Mardi : de 8h30 à 12h et de 13h à 17h
Le Mercredi : de 8h30 à 17h
Le Jeudi : de 8h30 à 12h et de 13h à 17h
Le Vendredi : de 8h30 à 12h et de 13h à 16h",47.650838,-2.082367,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/bretagne/ille-et-vilaine/ti-35236-01.html,,
4cac9e62293594648a00063f,Tribunal d'Instance de Saint-Malo,justice-organisme-public,ti,http://www.justice.gouv.fr/,2 rue Toulier CS 51731,35288,35417,ST MALO CEDEX,+33 2 23 18 50 10,,"Du Lundi au Jeudi : de 9h à 12h et de 14h à 17h
Le Vendredi : de 9h à 12h et de 14h à 16h30",48.649971,-2.026743,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/bretagne/ille-et-vilaine/ti-35288-01.html,,
4cac9e62293594648a00063c,Tribunal d'Instance d'Arcachon,justice-organisme-public,ti,http://www.justice.gouv.fr/, ,33009,33311,ARCACHON CEDEX,+33 5 56 83 14 66,+33 5 56 83 84 32,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 16h30,44.6611091,-1.1705374,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/aquitaine/gironde/ti-33009-01.html,Place Lucien de Gracia,
4cac9e62293594648a00063d,Tribunal d'Instance de Béziers,justice-organisme-public,ti,http://www.justice.gouv.fr/,Place de la Révolution B.P. 604,34032,34535,BEZIERS CEDEX,+33 4 67 49 60 00,+33 4 67 49 60 98,Du Lundi au Vendredi : de 8h à 12h et de 14h à 17h,43.34146,3.210654,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/languedoc-roussillon/herault/ti-34032-01.html,,ti-beziers@justice.fr
4cac9e62293594648a00067e,Tribunal d'Instance de Thonon-les-Bains,justice-organisme-public,ti,http://www.justice.gouv.fr/,"10, rue de l'Hôtel Dieu B.P. 10 516",74281,74200,THONON LES BAINS,+33 4 50 81 20 00,+33 4 50 81 98 29,Du Lundi au Vendredi : de 9h à 12h et de 13h30 à 16h30,46.369265,6.478767,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/rhone-alpes/haute-savoie/ti-74281-01.html,,
4cac9e62293594648a00067f,Tribunal d'Instance de Paris 1er,justice-organisme-public,ti,http://www.justice.gouv.fr/,Mairie 4 Place du Louvre,75101,75001,PARIS,+33 1 42 44 18 18,+33 1 42 61 38 56,Du Lundi au Vendredi : de 9h à 16h15,48.884589,2.340359,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75101-01.html,,
4cac9e62293594648a00067c,Tribunal d'Instance d'Annecy,justice-organisme-public,ti,http://www.justice.gouv.fr/,19 Avenue du Parmelan B.P. 2322,74010,74011,ANNECY CEDEX,+33 4 50 33 38 00,+33 4 50 33 38 09,"Du Lundi au Mardi : de 9h à 12h et de 14h à 16h
Du Jeudi au Vendredi : de 9h à 12h et de 14h à 16h",45.905339,6.132152,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/rhone-alpes/haute-savoie/ti-74010-01.html,,
4cac9e62293594648a00067d,Tribunal d'Instance de Bonneville,justice-organisme-public,ti,http://www.justice.gouv.fr/,18 Quai du Parquet B.P. 136,74042,74136,BONNEVILLE CEDEX,+33 4 50 25 48 30,+33 4 50 25 48 25,Du Lundi au Vendredi : de 9h à 11h et de 14h à 16h,46.076837,6.406326,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/rhone-alpes/haute-savoie/ti-74042-01.html,,
4cac9e62293594648a000678,Tribunal d'Instance d'Albertville,justice-organisme-public,ti,http://www.justice.gouv.fr/,5 Avenue des Chasseurs Alpins B.P. 125,73011,73208,ALBERTVILLE CEDEX,+33 4 79 32 04 77,+33 4 79 32 55 77,Du Lundi au Vendredi : de 8h30 à 11h30 et de 13h30 à 16h30,45.67369,6.392402,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/rhone-alpes/savoie/ti-73011-01.html,,
4cac9e62293594648a000679,Tribunal d'Instance de Chambéry,justice-organisme-public,ti,http://www.justice.gouv.fr/, ,73065,73018,CHAMBERY CEDEX,+33 4 79 33 60 09,+33 4 79 33 80 66,"Du Lundi au Jeudi : de 8h à 11h30 et de 14h à 16h
Le Vendredi : de 8h à 11h30",45.5680849,5.9193652,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/rhone-alpes/savoie/ti-73065-01.html,Place du Palais de Justice,
4cac9e62293594648a000672,Tribunal d'Instance de Lure,justice-organisme-public,ti,http://www.justice.gouv.fr/,Place de la Libération B.P. 25,70310,70201,LURE CEDEX,+33 3 84 30 22 41,+33 3 84 62 88 38,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 17h,47.6850496,6.4930612,6,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/franche-comte/haute-saone/ti-70310-01.html,,chg.ti-lure@justice.fr
4cac9e62293594648a000673,Tribunal d'Instance de Vesoul,justice-organisme-public,ti,http://www.justice.gouv.fr/,6 Place du Palais B.P. 387,70550,70014,VESOUL CEDEX,+33 3 84 76 32 22,+33 3 84 76 79 14,Du Lundi au Vendredi : de 9h à 12h et de 14h à 17h30,47.623789,6.158194,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/franche-comte/haute-saone/ti-70550-01.html,,carole.fini@justice.fr
4cac9e62293594648a000670,Tribunal d'Instance de Villefranche-sur-Saône,justice-organisme-public,ti,http://www.justice.gouv.fr/,Palais de Justice 350 Boulevard Gambetta   BP 304,69264,69665,VILLEFRANCHE SUR SAONE CED,+33 4 74 65 76 90,+33 4 74 65 47 30,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 17h,45.9898649,4.7187518,4,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/rhone-alpes/rhone/ti-69264-01.html,,
4cac9e62293594648a00066e,Tribunal d'Instance de Guebwiller,justice-organisme-public,ti,http://www.justice.gouv.fr/,1 Place Saint-Léger B.P. 229,68112,68504,GUEBWILLER CEDEX,+33 3 89 62 17 20,+33 3 89 62 17 21,Du Lundi au Vendredi : de 8h à 12h et de 14h à 17h,47.911771,7.208557,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/alsace/haut-rhin/ti-68112-01.html,,
4cac9e62293594648a00066f,Tribunal d'Instance de Thann,justice-organisme-public,ti,http://www.justice.gouv.fr/,41 Pl Mal de Lattre de Tassigny B.P. 40070,68334,68802,THANN CEDEX,+33 3 89 37 08 48,+33 3 89 37 52 79,"Du Lundi au Jeudi : de 8h30 à 12h et de 13h30 à 17h
Le Vendredi : de 8h30 à 12h et de 13h à 16h30",47.815894,7.099736,4,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/alsace/haut-rhin/ti-68334-01.html,,chg.ti-thann@justice.fr
4cac9e62293594648a00066c,Tribunal d'Instance de Saverne,justice-organisme-public,ti,http://www.justice.gouv.fr/,7 Rue du Tribunal B.P. 50135,67437,67703,SAVERNE CEDEX,+33 3 88 71 61 51,+33 3 88 71 61 71,"Du Lundi au Mardi : de 8h à 12h et de 13h à 17h
Le Mercredi : de 8h à 12h et de 14h à 17h
Le Jeudi : de 8h à 12h et de 13h à 17h
Le Vendredi : de 8h à 12h et de 13h à 16h",48.74059,7.364851,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/alsace/bas-rhin/ti-67437-01.html,,
4cac9e62293594648a00066d,Tribunal d'Instance de Strasbourg,justice-organisme-public,ti,http://www.justice.gouv.fr/,45 Rue du Fossé des Treize B.P. 444,67482,67008,STRASBOURG CEDEX,+33 3 88 15 59 00,+33 3 88 75 91 29,"Du Lundi au Jeudi : de 8h à 12h et de 14h à 17h
Le Vendredi : de 8h à 12h et de 14h à 16h",48.590302,7.746057,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/alsace/bas-rhin/ti-67482-01.html,,ti-strasbourg@justice.fr
4cac9e62293594648a00066a,Tribunal d'Instance de Riom,justice-organisme-public,ti,http://www.justice.gouv.fr/,Rue Jean de Berry B.P. 26,63300,63201,RIOM CEDEX,+33 4 73 33 70 80,+33 4 73 33 70 89,Du Lundi au Vendredi : de 8h30 à 12h00 et de 13h30 à 17h00,45.8949494,3.1169151,6,Ministère de la justice,,,
4cac9e62293594648a00066b,Tribunal d'Instance de Bayonne,justice-organisme-public,ti,http://www.ca-pau.justice.fr/, ,64102,64100,BAYONNE,+33 5 59 44 54 80,+33 5 59 44 54 72,Du Lundi au Vendredi : de 9h à 12h et de 14h à 17h,43.491791,-1.485132,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/aquitaine/pyrenees-atlantiques/ti-64102-01.html,17 Avenue de la Légion Tchèque,ca-pau@justice.fr
4cac9e62293594648a000668,Tribunal d'Instance de Calais,justice-organisme-public,ti,http://www.justice.gouv.fr/,Palais de Justice 15 Place Crèvecoeur,62193,62103,CALAIS CEDEX,+33 3 21 36 37 69,+33 3 21 85 86 88,Du Lundi au Vendredi : de 9h à 12h et de 14h à 16h,50.94443,1.859593,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/pas-de-calais/ti-62193-01.html,,ti-calais@justice.fr
4cac9e62293594648a000669,Tribunal d'Instance de Saint-Omer,justice-organisme-public,ti,http://www.justice.gouv.fr/,7 place Victor Hugo BP 10191,62765,62504,ST OMER CEDEX,+33 3 21 12 07 00,+33 3 21 12 07 13,Du Lundi au Vendredi : de 9h à 12h et de 14h à 16h,50.7483768,2.2524261,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/pas-de-calais/ti-62765-01.html,,
4cac9e62293594648a000666,Tribunal d'Instance de Béthune,justice-organisme-public,ti,http://www.justice.gouv.fr/,22 Rue d'Aire B.P. 808,62119,62408,BETHUNE CEDEX,+33 3 21 63 14 30,+33 3 21 66 24 71,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 16h30,50.535733,2.637618,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/pas-de-calais/ti-62119-01.html,,jean-pierre.sigaud@justice.fr
4cac9e62293594648a000667,Tribunal d'Instance de Boulogne-sur-Mer,justice-organisme-public,ti,http://www.justice.gouv.fr/,164 Rue Faidherbe B.P. 337,62160,62205,BOULOGNE SUR MER CEDEX,+33 3 21 33 82 22,+33 3 21 87 47 76,Du Lundi au Vendredi : de 8h30 à 12h et de 14h à 16h,50.726567,1.608719,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/nord-pas-de-calais/pas-de-calais/ti-62160-01.html,,
4cac9e62293594648a000664,Tribunal d'Instance de Compiègne,justice-organisme-public,ti,http://www.justice.gouv.fr/,11 Rue Henri de Séroux B.P. 70031,60159,60321,COMPIEGNE CEDEX,+33 3 44 38 58 00,+33 3 44 40 22 17,Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 16h30,49.417087,2.82813,8,Ministère de la justice,http://lannuaire.service-public.fr/services_locaux/picardie/oise/ti-60159-01.html,,
